,stories,topics,locations,left,center,right,story_links,majority_coverage,n_sources,title,source,sample,lean,date
10,Chinese military will send troops to Russia for joint exercise,Europe, Beijing,29%,36%,35%,http://ground.news/article/chinese-military-will-send-troops-to-russia-for-joint-exercise_990754,Center,17,China to send troops to Russia for ‘Vostok’ exercise,National Post,"BEIJING -- Chinese troops will travel to Russia to take part in joint military exercises led by the host and including India, Belarus, Mongolia, Tajikistan and other countries, China's defense ministry said on Wednesday. Read More",right,2022-08-17
10,Chinese military will send troops to Russia for joint exercise,Europe, Beijing,29%,36%,35%,http://ground.news/article/chinese-military-will-send-troops-to-russia-for-joint-exercise_990754,Center,17,China to send troops to Russia for joint military exercise,NBC News,"Beijing's participation in the joint exercises was “unrelated to the current international and regional situation,” the country's defense ministry said in a statement.",left,2022-08-17
11,"Wendy’s employee in Arizona punched 67-year-old in the head, charged with murder after man died: police",Wendy's, Arizona,17%,50%,33%,http://ground.news/article/wendys-employee-in-arizona-punched-67-year-old-in-the-head-charged-with-murder-after-man-died-police,Center,24,Arizona Wendy’s worker knocks out elderly customer with sucker punch: video,New York Post,"Shocking surveillance video caught the moment an employee at an Arizona Wendy’s sucker punching an elderly customer, knocking him unconscious and leaving him fighting for life.",right,2022-08-17
11,"Wendy’s employee in Arizona punched 67-year-old in the head, charged with murder after man died: police",Wendy's, Arizona,17%,50%,33%,http://ground.news/article/wendys-employee-in-arizona-punched-67-year-old-in-the-head-charged-with-murder-after-man-died-police,Center,24,Moment Wendy's worker sucker punches elderly customer,Metro News,"CCTV captured the moment Wendy's worker Antoine Kendrick, 35, sucker punched the 67-year-old patron after he complained about his food.",left,2022-08-17
11,"Wendy’s employee in Arizona punched 67-year-old in the head, charged with murder after man died: police",Wendy's, Arizona,17%,50%,33%,http://ground.news/article/wendys-employee-in-arizona-punched-67-year-old-in-the-head-charged-with-murder-after-man-died-police,Center,24,Fast Food Employee Charged With Murder For Allegedly Punching 67-Year-Old Man,The Daily Caller,An Arizona employee was charged with second-degree murder Monday after allegedly punching a 67-year-old man in the town of Prescott Valley.,right,2022-08-17
11,"Wendy’s employee in Arizona punched 67-year-old in the head, charged with murder after man died: police",Wendy's, Arizona,17%,50%,33%,http://ground.news/article/wendys-employee-in-arizona-punched-67-year-old-in-the-head-charged-with-murder-after-man-died-police,Center,24,Headline Unavailable,Toronto Sun,Open the article to view the coverage from Toronto Sun,right,2022-08-17
11,"Wendy’s employee in Arizona punched 67-year-old in the head, charged with murder after man died: police",Wendy's, Arizona,17%,50%,33%,http://ground.news/article/wendys-employee-in-arizona-punched-67-year-old-in-the-head-charged-with-murder-after-man-died-police,Center,24,"Wendy’s employee in Arizona punched 67-year-old in the head, charged with murder after man died: police",The Sun,,right,2022-08-17
11,"Wendy’s employee in Arizona punched 67-year-old in the head, charged with murder after man died: police",Wendy's, Arizona,17%,50%,33%,http://ground.news/article/wendys-employee-in-arizona-punched-67-year-old-in-the-head-charged-with-murder-after-man-died-police,Center,24,67-year-old dies after getting sucker-punched by Wendy's worker,The Blaze,"A disagreement about a food order late last month at a Wendy's restaurant in Prescott Valley, Arizona, has led to one man dead and another charged with his murder. Originally accused of aggravated assault, Antoine Kendrick, 35, has now been charged with second-degree murder after the 67-year-old customer he struck in the head on July 26 succumbed to his injuries on August 5. Both the restaurant and Wendy's corporate office have yet to comment on…",right,2022-08-17
12,NASA's giant U.S. moon rocket emerges for debut launch,Business, Washington,37%,58%,5%,http://ground.news/article/nasas-giant-us-moon-rocket-emerges-for-debut-launch_710e5e,Center,19,Artemis: Nasa readies giant Moon rocket for maiden flight,BBC News,The most powerful rocket ever developed by the US space agency is rolled to the launch pad.,center,2022-08-17
12,NASA's giant U.S. moon rocket emerges for debut launch,Business, Washington,37%,58%,5%,http://ground.news/article/nasas-giant-us-moon-rocket-emerges-for-debut-launch_710e5e,Center,19,NASA's giant U.S. moon rocket emerges for debut launch,Reuters,"NASA's gigantic Space Launch System moon rocket, topped with an uncrewed astronaut capsule, began an hours-long crawl to its launchpad Tuesday night ahead of the behemoth's debut test flight this month.",center,2022-08-17
12,NASA's giant U.S. moon rocket emerges for debut launch,Business, Washington,37%,58%,5%,http://ground.news/article/nasas-giant-us-moon-rocket-emerges-for-debut-launch_710e5e,Center,19,NASA’s giant U.S. moon rocket Artemis emerges for debut launch as part of Space Launch System,The Hindu,The lunar test flight is scheduled to lift off on August 29 after several days earlier this year,left,2022-08-17
12,NASA's giant U.S. moon rocket emerges for debut launch,Business, Washington,37%,58%,5%,http://ground.news/article/nasas-giant-us-moon-rocket-emerges-for-debut-launch_710e5e,Center,19,Nasa’s new Artemis Moon rocket rolls to its launchpad,The Independent,Nasa’s vast Space Launch System – the rocket that could one day take humans back to the Moon – is on its way to launch.,left,2022-08-17
12,NASA's giant U.S. moon rocket emerges for debut launch,Business, Washington,37%,58%,5%,http://ground.news/article/nasas-giant-us-moon-rocket-emerges-for-debut-launch_710e5e,Center,19,Watch NASA's mega moon rocket roll out to the launchpad ahead of liftoff,CNN,The Artemis mega moon rocket will roll out to the launchpad at NASA's Kennedy Space Center beginning at 9 p.m. ET Tuesday -- one of the final steps before the Space Launch System rocket and uncrewed Orion spacecraft launch on a journey around the moon.,left,2022-08-17
12,NASA's giant U.S. moon rocket emerges for debut launch,Business, Washington,37%,58%,5%,http://ground.news/article/nasas-giant-us-moon-rocket-emerges-for-debut-launch_710e5e,Center,19,NASA's Space Launch System rocket begins crawl to launch pad ahead of test flight around moon,ABC Australia,The gigantic rocket will launch without people on board for its long-delayed debut mission to the moon later this month.,left,2022-08-17
13,Airbnb is rolling out new screening tools to stop parties,Business, San Francisco,38%,49%,13%,http://ground.news/article/airbnb-is-rolling-out-new-screening-tools-to-stop-parties_3516b7,Center,24,Airbnb to crack down on partying renters with new screening tools - National,Global News,"Airbnb has been under growing pressure to clamp down on parties since 2019, when a Halloween house party in a San Francisco suburb ended with five people dead in a shooting.",left,2022-08-17
13,Airbnb is rolling out new screening tools to stop parties,Business, San Francisco,38%,49%,13%,http://ground.news/article/airbnb-is-rolling-out-new-screening-tools-to-stop-parties_3516b7,Center,24,Airbnb is rolling out new screening tools to stop parties,The Independent,Airbnb says it's rolling out new technology to spot and block people who try to use the short-term rental service to throw a party,left,2022-08-17
13,Airbnb is rolling out new screening tools to stop parties,Business, San Francisco,38%,49%,13%,http://ground.news/article/airbnb-is-rolling-out-new-screening-tools-to-stop-parties_3516b7,Center,24,Airbnb is rolling out new screening tools to stop parties,abc News,Airbnb says it's rolling out new technology to spot and block people who try to use the short-term rental service to throw a party,left,2022-08-17
13,Airbnb is rolling out new screening tools to stop parties,Business, San Francisco,38%,49%,13%,http://ground.news/article/airbnb-is-rolling-out-new-screening-tools-to-stop-parties_3516b7,Center,24,Airbnb is rolling out new screening tools to stop parties,Associated Press News,Airbnb says it's rolling out new technology to spot and block people who try to use the short-term rental service to throw a party. Airbnb said Tuesday that the new,left,2022-08-17
13,Airbnb is rolling out new screening tools to stop parties,Business, San Francisco,38%,49%,13%,http://ground.news/article/airbnb-is-rolling-out-new-screening-tools-to-stop-parties_3516b7,Center,24,Airbnb is rolling out new screening tools to stop parties,The Star Kuala Lumpur,Airbnb says it will use new methods to spot and block people who try to use the short-term rental service to throw a party. Read full story,right,2022-08-17
13,Airbnb is rolling out new screening tools to stop parties,Business, San Francisco,38%,49%,13%,http://ground.news/article/airbnb-is-rolling-out-new-screening-tools-to-stop-parties_3516b7,Center,24,Airbnb is rolling out new screening tools to stop parties,NZ Herald,Airbnb will use new methods to block people who wish to use short-term rentals to party.,center,2022-08-17
14,Rudy Giuliani set to testify in Georgia election probe,US & Canada, Fulton County,27%,64%,9%,http://ground.news/article/rudy-giuliani-set-to-testify-in-georgia-election-probe_f592dd,Center,66,Giuliani to testify in Georgia criminal probe into 2020 U.S. election,Reuters,"Rudy Giuliani, Donald Trump's onetime personal lawyer, arrived at an Atlanta courthouse on Wednesday to testify in a Georgia criminal probe examining attempts by the former U.S. president and his allies to overturn the 2020 election results. Giuliani, who helped lead Trump's election challenges, was due to testify before a special grand jury in Fulton County after a judge ordered him",center,2022-08-17
14,Rudy Giuliani set to testify in Georgia election probe,US & Canada, Fulton County,27%,64%,9%,http://ground.news/article/rudy-giuliani-set-to-testify-in-georgia-election-probe_f592dd,Center,66,Rudy Giuliani set to testify in Georgia election probe,CTV News,Rudy Giuliani is scheduled to appear in an Atlanta courthouse to testify before a special grand jury that is investigating attempts by former President Donald Trump and others to overturn his 2020 election defeat in Georgia.,center,2022-08-17
